d_brackets	d_osc_to_mid	d_osc_to_rs0	d_osc_to_rsmax	d_osc_to_segment	tau_proj	rel_to_bracket
5.969090e+03	5.219389e+04	4.996898e+04	5.449147e+04	4.996898e+04	-6.129530	8.371291e+00
