d_brackets	d_osc_to_mid	d_osc_to_rs0	d_osc_to_rsmax	d_osc_to_segment	tau_proj	rel_to_bracket
5.968865e+03	5.719815e+04	5.562129e+04	5.888415e+04	5.562129e+04	-4.743366	9.318571e+00
